Nodes,Edges,Lmax,Avg_Degree,Density,Avg_Cluster,N_Connected_Component,Len_CC,First_Component_Length,Is_Connected,Diameter,Avg_Shortest_Path,Date,TimeVal,Month
223,449,24753.0,4.026905829596412,0.01813921544863249,0.8332043628233358,"['xamarin.forms', 'xamarin.android', 'visual-studio-2019', 'google-play-developer-api', 'google-developers-console']",16,5,False,1,1.0,Mar 23,2020-03-23,03
215,388,23005.0,3.609302325581395,0.016865898717670073,0.8083602410397153,"['aspectj', 'algorithm', 'themes', 'ios', 'android-studio', 'relative-path', 'binary-string', 'constexpr', 'kml', 'git-push', 'flutter-ios-build', 'system-clock', 'string', 'apple-silicon', 'android-fragments', 'github', 'macos-big-sur', 'state', 'executorservice', 'c++11', 'gpx', 'x86-64', 'codecvt', 'compiler-optimization', 'tomcat', 'android-security', 'facet', 'c++', 'firebase', 'java', 'react-native-android', 'rsa-key-fingerprint', 'c++14', 'ms-android-emulator', 'time', 'aop', 'react-native', 'ssh', 'android', 'range-v3', 'arm', 'xcode12', 'colors', 'undefined-behavior', 'variadic-functions', 'flutter-ios', 'memory-model', 'android-emulator', 'pointers', 'swiftui', 'optimization', 'firebase-ab-testing', 'textview', 'file', 'bitmap', 'canvas', 'android-darkmode', 'homebrew', 'simd', 'git', 'iphone', 'android-activity', 'gcc', 'android-layout', 'vector', 'beta', 'scrollview', 'authentication', 'dart', 'swift', 'hashmap', 'spring-boot', 'templates', 'nosuchfileexception', 'c++17', 'stl', 'stdatomic', 'flutter', 'android-dark-theme', 'cocoapods', 'animation', 'c', 'llvm', 'embedded-emulator', 'bloc', 'xcode', 'c++20', 'oncreate', 'macos', 'ostream']",17,90,False,7,3.5016229712858933,Mar 24,2020-03-24,03
297,596,43956.0,4.013468013468013,0.01355901355901356,0.84042807290447,"['material-components-android', 'xamarin.forms', 'algorithm', 'keras', 'es6-modules', 'android-studio', 'javascript', 'package-lock.json', 'maven', 'language-lawyer', 'union-types', 'samesite', 'locale', 'application-lifecycle', 'junit', 'bayesian', 'yaml-front-matter', 'npm', 'zsh', 'css-grid', 'tailwind-css', 'ipython', 'android-appcompat', '.net-core', 'react-ref', 'string', 'blazor', 'onresume', 'python-asyncio', 'alfresco', 'flask-restplus', 'android-inapp-purchase', 'poisson', 'eleventy', 'pdf', 'google-chrome-os', 'uwsgi', 'jupyter', 'lint', 'mediatr', 'navigation', 'c++11', 'xamarin.ios', 'typescript2.0', 'jsdoc', 'conv-neural-network', 'android-switch', 'google-chrome', 'image-processing', 'deployment', 'cuda', 'arviz', 'tensorflow', 'pygame', 'networking', 'nasm', 'tcp', 'mockito', 'angular7', 'c++', 'firebase', 'angular-animations', 'data-conversion', 'prism', 'java', 'next.js', 'rxjs', 'css-tables', 'react-dropzone', 'multithreading', 'in-app-billing', 'swagger-codegen', 'dialogflow-es', 'puppeteer', 'c++14', 'numpy', 'opencv', 'reactjs', 'symfony', 'react-router', 'typescript1.5', 'flask', 'css', 'react-navigation-v5', 'python-3.x', 'reverse-iterator', 'dataframe', 'google-assistant-sdk', 'template-meta-programming', 'parentheses', 'swagger', 'matplotlib', 'qr-code', 'getattr', 'doctrine-migrations', 'yarnpkg', 'dll', 'parallel-processing', 'react-native', 'shortest-path', 'android', 'php', 'material-ui', 'computer-vision', 'sockets', 'blazor-webassembly', 'crashlytics', 'whitespace', 'visual-studio-code', 'pypdf2', 'stdmap', 'asp.net-core-mvc', 'doctrine-orm', 'multiprocessing', 'operator-overloading', 'django', 'angular', '.net', 'sorting', 'stack', 'html', 'lookup-tables', 'debugging', 'vscode-settings', 'url', 'local-storage', 'angular-material', 'file', 'graph-algorithm', 'typescript1.9', 'npm-install', 'union', 'excel', 'asp.net-core', 'floating-point', 'android-databinding', 'spring', 'jhipster-gateway', 'nginx', 'ecmascript-6', 'pandas-groupby', 'typescript', 'typing', 'pytorch', 'jupyter-notebook', 'pymc3', 'node-modules', 'android-activity', 'columnsorting', 'sqlite', 'machine-learning', 'iterator', 'stdvector', 'in-app-purchase', 'onstart', 'pandas', 'c#', 'flask-restx', 'payment', 'apollo-client', 'grid', 'anaconda', 'prettier', 'operator-keyword', 'angular-i18n', 'spring-boot', 'templates', 'big-o', 'android-settings', 'node.js', 'snmp4j', 'loss-function', 'swagger-ui', 'react-hooks', 'dynamic-programming', 'react-tsx', 'react-navigation', 'c++17', 'dagger-hilt', 'assembly', 'spyder', 'std-pair', 'activity-lifecycle', 'exceljs', 'android-espresso', 'pyside2', 'jquery', 'build', 'android-studio-4.1', 'python-2.7', 'animation', 'ethereum', 'jhipster', 'c', 'eslint', 'rounding', 'dynamic-feature-module', 'class-template', 'java-8', 'doctrine', 'react-context', 'devexpress', 'python', 'c++20', 'android-permissions', 'jestjs', 'phpunit']",22,207,False,11,4.9529102762534585,Mar 25,2020-03-25,03
261,538,33930.0,4.1226053639846745,0.015856174476864132,0.8029039899625486,"['material-components-android', 'keras', 'algorithm', 'es6-modules', 'azure', 'ios', 'uikit', 'cpu-architecture', 'jinja2', 'javascript', 'discord.js', 'maven', 'std-ranges', 'perl', 'etl', 'promise', 'base', 'npm', 'sublimetext3', 'xamarin.android', '.net-core', 'json', 'string', 'deprecated', 'lambda', 'die', 'admob', 'compilation', 'rollupjs', 'google-maps', 'babeljs', 'jupyter', 'onappear', 'mobile-application', 'c++11', 'push-notification', 'tree-shaking', 'x86-64', 'deprecation-warning', 'loops', 'math', 'split', 'deployment', 'internet-explorer', 'tensorflow', 'azure-devops-rest-api', 'antd', 'pydantic', 'error-handling', 'uisearchbar', 'date', 'c++', 'getboundingclientrect', 'java', 'next.js', 'android-xml', 'integer-division', 'tabview', 'google-oauth', 'prefect', 'dialogflow-es', 'discord', 'numpy', 'async-await', 'opencv', 'reactjs', 'ruby-on-rails', 'react-router', 'flask', 'file-upload', 'css', 'windows-10', 'firefox', 'time-series', 'quarkus', 'python-3.x', 'autoencoder', 'java-stream', 'firebase-cloud-messaging', 'module', 'dataframe', 'trace', 'lifecycle', 'http', 'jaeger', 'system.text.json', 'doc2vec', 'preloader', 'summernote', 'locking', 'android', 'windows-subsystem-for-linux', 'performance', 'path', 'cdi', 'vscode-debugger', 'express-session', 'javafx', 'jpa', 'solr', 'visual-studio-code', 'react-dates', 'spring-security', 'emoji', 'set-intersection', 'reduce', 'tfx', 'microcoding', 'server-side-rendering', 'angular', '.net', 'react-sortable-hoc', 'html', 'fastapi', 'svg', 'plotly-python', 'swiftui', 'optimization', 'apple-cryptokit', 'eval', 'c++-standard-library', 'logarithm', 'match', 'wysiwyg', 'selenium', 'package', 'spring', 'types', 'ecmascript-6', 'java-11', 'typescript', 'hibernate', 'airflow', 'swift-package-manager', 'android-textinputlayout', 'error-logging', 'editor', 'backpropagation', 'machine-learning', 'neural-network', 'missing-data', 'visual-studio', 'stdvector', 'pip', 'monitor', 'pandas', 'c#', 'cosine-similarity', 'workflow', 'script-tag', 'list', 'background', 'dart', 'swift', 'msbuild', 'spring-boot', 'deferred-loading', 'scatter-plot', 'kotlin', 'java-reflection', 'fetch', 'node.js', 'linux', 'azure-devops', 'memory-leaks', 'webdrivermanager-python', 'loss-function', 'c++17', 'plotly', 'dagger-hilt', 'assembly', 'circular-dependency', 'particle-swarm', 'flutter', 'arrays', 'locks', 'jquery', 'tensorflow.js', 'build', 'css-animations', 'unicode', 'lambda-metafactory', 'mathematical-optimization', 'regex', 'azure-functions', 'graalvm', 'sql-server', 'jestjs', 'synchronized', 'variadic-templates', 'unit-testing', 'artificial-intelligence', 'nexus', 'xcode', 'serve', 'downloadfile', 'apple-push-notifications', 'python', 'gradle', 'jpql', 'c++20', 'replace']",12,202,False,13,5.587212452588543,Mar 26,2020-03-26,03
259,490,33411.0,3.783783783783784,0.01466582861931699,0.8514813753758647,"['keras', 'algorithm', 'candlestick-chart', 'tensorflow2.0', 'auto-keras', 'tensorflow', 'command-line-interface', 'aws-cli', 'oop', 'tf.keras', 'psycopg2', 'dynamic-programming', 'function', 'plotly', 'slack', 'gitlab', 'gitlab-api', 'plotly-dash', 'arrays', 'numpy', 'amazon-web-services', 'pytorch', 'pypi', 'python-3.x', 'aws-sdk-net', 'dataframe', 'bert-language-model', 'matplotlib', 'python-datetime', 'amazon-sagemaker', 'libpqxx', 'count', 'machine-learning', 'raku', 'huggingface-transformers', 'amazon-ecr', 'record-classes', 'pip', 'attributes', 'python', 'pytest', 'pandas', 'fixtures', 'yahoo-finance', 'c#', 'c#-9.0', 'list']",27,47,False,5,2.3274745605920444,Mar 27,2020-03-27,03
207,400,21321.0,3.864734299516908,0.01876084611415975,0.8467301483840269,"['android-jetpack-compose', 'azure', 'android-studio', 'permissions', 'javascript', 'variant', 'karma-jasmine', 'pre-commit.com', 'android-compose-textfield', 'pipe', 'material-design', 'aws-lambda', 'mongodb', 'caret', 'rasa', 'visual-studio-extensions', 'vscode-remote', '.net-core', 'android-graphics', 'kotlin-coroutines', 'asp.net-mvc', 'gcloud', 'docker-compose', 'mojo', 'android-ndk', 'google-chrome', 'webapi', 'database', 'compiler-optimization', 'rename', 'my.cnf', 'treemap', 'label', 'java', 'next.js', 'apk', 'android-notifications', 'android-seekbar', 'puppeteer', 'reactjs', 'android-button', 'react-router', 'css', 'python-3.x', 'java-stream', 'module', 'dataframe', 'julia', 'powercfg', 'asp.net', 'netty', 'android-gradle-plugin', 'serialapi', 'defensive-copy', 'android', 'struct', 'material-ui', 'rasa-nlu', 'amazon-s3', 'django', 'angular', 'docker', 'mysql', '.net', 'html', 'coreclr', 'web-component-tester', 'optimization', 'exoplayer2.x', 'hl7', 'contenteditable', 'types', 'pandas-groupby', 'typescript', 'grouping', 'android-compose-button', 'exoplayer', 'react-lazy-load', 'android-textinputlayout', 'node-modules', 'openapi', 'python-import', 'sqlite', 'android-layout', 'jasmine', 'web-component', 'visual-studio', 'pandas', 'c#', 'list', 'authentication', 'webusb', 'amplify', 'react-suspense', 'kotlin', 'linux', 'node.js', 'kotlin-coroutines-flow', 'pre-commit', 'swagger-ui', 'plotly', 'cookies', 'visual-studio-2019', 'c#-7.2', 'jquery', 'build', 'unix', 'build.gradle', 'eslint', 'azure-functions', 'hl7-dotnetcore', 'google-cloud-platform', 'jestjs', 'webpack', 'python', 'vue.js', 'ramda.js', 'visual-studio-code', 'collectors']",18,119,False,11,4.747187010397379,Mar 28,2020-03-28,03
460,984,105570.0,4.2782608695652184,0.009320829781187838,0.8121440765270568,"['ios', 'javascript', 'xml', 'sass', 'performance-testing', 'powerbi-custom-visuals', 'package-management', 'thread-safety', 'copy', 'kubernetes-pod', 'graph', '.net-core', 'r', 'directed-graph', 'powerbi', 'automapper-9', 'jq', 'null-coalescing-operator', 'forms', 'dynamic', 'grpc', 'uwsgi', 'amazon-ecs', 'c++11', 'intersection-observer', 'google-app-engine', 'x86-64', 'ubuntu', 'tensorflow-android', 'payment-gateway', 'delta', 'next.js', 'android-biometric-prompt', 'hyperlink', 'uihostingcontroller', 'react-router', 'julia', 'target', 'django-forms', 'ssh', 'subtitle', 'paytabs', 'scipy', 'arm', 'functional-programming', 'docker', 'lombok', 'android-emulator', 'html', 'async-profiler', 'svg', 'swiftui', 'powershell', 'ionic4', 'intellij-idea', 'rust', 'd3.js', 'sqlalchemy', 'traits', 'virtualenv', 'pytorch', 'class', 'vuetify.js', 'node-modules', 'machine-learning', 'dependency-management', 'pandas', 'spring-data-r2dbc', 'tree', 'anaconda', 'kubernetes-helm', 'lock-free', 'kotlin', 'qt', 'azure-devops', 'python-3.6', '.net-core-3.1', 'express', 'str-replace', 'yield', 'arrays', 'jboss', 'axios', 'python-attrs', 'import', 'chromium', 'sankey-diagram', 'artificial-intelligence', 'vue.js', 'r2dbc', 'jestjs', 'amazon-web-services', 'android-jetpack-compose', 'jsch', 'generator', 'android-studio', 'sql', 'animated-gif', 'react-testing-library', 'synchronous', 'progressive-web-apps', 'casting', 'validation', 'npm', 'flask-assets', 'go', 'facet-wrap', 'nullpointerexception', 'operation', 'jvm', 'ggplot2', 'devicemotion', 'global', 'android-ndk', 'conv-neural-network', 'server-push', 'move', 'nginx-ingress', 'sequelize.js', 'formik', 'mongoose', 'tcp', 'grpc-web', 'label', 'c++', 'firebase', 'java', 'react-native-android', 'laravel-5', 'jar', 'clockkit', 'visual-studio-app-center', 'dom', 'metaprogramming', 'numba', 'multi-release-jar', 'kubernetes', 'rider', 'purely-functional', 'input', 'react-native', 'redux', 'clone', 'atomic', 'spring-webflux', 'prometheus-operator', 'tf.keras', 'wikipedia-api', 'cloud', 'gcc', 'return', 'vector', 'c#', 'swagger-2.0', 'passenger', 'ionic-framework', 'memory', 'dart', 'swift', 'c++-modules', 'postgresql', 'templates', 'export', 'linux', 'mongoose-schema', 'use-effect', 'glibc', 'react-navigation', 'getter', 'face-detection', 'stdatomic', 'react-portal', 'xamarin', 'deep-learning', 'flutter', 'wikidata', 'monads', 'jquery', 'c', 'es6-proxy', 'dockerfile', 'allocation', 'constructor', 'usecallback', 'firebase-authentication', 'app-store-connect', 'istio', 'mypy', 'pythonanywhere', 'primitive', 'python', 'django-tables2', 'annotations', 'font-awesome', 'upgrade', 'keras', 'azure', 'google-cloud-firestore', 'uglifyjs', 'button', 'sf', 'sequelize-hooks', 'razorpay', 'spatstat', 'data-science', 'mongodb', 'dynamic-arrays', 'nuget', 'yocto', 'project-reactor', 'string', 'amazon-cognito', 'jwt', 'expo', 'memory-management', 'webview', 'warnings', 'firebase-storage', 'feature-extraction', 'jmh', 'google-chrome', 'pivot-table', 'cpanel', 'caching', 'python-imageio', 'java-security', 'extension-methods', 'multithreading', 'async-await', 'reactjs', 'quill', 'flask', 'python-3.x', 'firebase-cloud-messaging', 'nuxt.js', 'dataframe', 'android-datepicker', 'this', 'android', 'performance', 'material-ui', 'google-api', 'pagination', 'arraylist', 'setup.py', 'palindrome', 'protected', 'django-models', 'dplyr', '.net', 'web', 'sorting', 'conda', 'pointers', 'url', 'angular-material', 'type-conversion', 'memory-address', 'asp.net-core', 'selenium', 'petalinux', 'nginx', 'spring', 'typescript-decorator', 'initialization', 'geospatial', 'aws-api-gateway', 'dereference', 'shared-hosting', 'scala-collections', 'eclipse-jdt', 'videogular2', 'sparql', 'pivot', 'node-config', 'typescript-typings', 'sql-order-by', 'ref', 'generics', 'concurrenthashmap', 'null-coalescing', 'npgsql', 'node.js', 'android-build', 'react-hooks', 'postgresql-11', 'laravel', 'azure-postgresql', 'amazon-iam', 'laravel-4', 'pyautogui', 'xcode', 'selenium-webdriver', 'laravel-6', 'android-biometric', 'char-pointer', 'concurrency', 'language-lawyer', 'android-jetpack', 'strict-weak-ordering', 'elementwise-operations', 'junit', 'rich-text-editor', 'json', 'fft', 'serialization', 'objective-c', '.net-core-3.0', 'nimbus-jose-jwt', 'mobile', 'object', 'docker-compose', 'pom.xml', 'design-patterns', 'ssh-tunnel', 'function', 'default-constructor', 'int', 'gif', 'magrittr', 'django-rest-framework', 'ubuntu-18.04', 'tensorflow', 'watchkit', 'keycloak', 'laravel-blade', 'tidyverse', 'traversal', 'stdthread', 'superscript', 'css', 'collections', 'with-statement', 'eclipse', 'template-meta-programming', 'asp.net', 'swagger', 'selenium-chromedriver', 'cmake', 'system.text.json', 'nestjs-swagger', 'http2', 'scala', 'apple-watch-complication', 'php', 'angular-cli', 'combine', 'audio', 'django', 'angular', 'websocket', 'textview', '.net-4.7.2', 'azure-pipelines', 'canvas', 'typescript', 'nestjs', 'winforms', 'iterator', 'neural-network', 'docker-daemon', 'imdb', 'pip', 'fs', 'list', 'spring-boot', 'angular6', 'app-store', 'swagger-ui', 'google-chrome-extension', 'redis', 'pcm', 'plot', 'haskell', 'es6-promise', 'face-api', 'variables', 'uwp', 'method-chaining', 'webpack', 'c++20', 'android-chips', 'asp.net-web-api', 'gradle', 'replace', 'aggregation-framework']",25,386,False,11,4.043065742547608,Mar 29,2020-03-29,03
273,558,37128.0,4.087912087912088,0.015029088558500325,0.8441815360981975,"['ppc64le', 'pytorch']",17,2,False,1,1.0,Mar 30,2020-03-30,03
327,657,53301.0,4.018348623853211,0.012326222772555864,0.8163617027499207,"['keras', 'ios', 'android-studio', 'sha1', 'react-redux', 'for-of-loop', 'code-signing-entitlements', 'javascript', 'data.table', 'semantic-ui', 'exception', 'youtube-api', 'conditional-statements', 'i18next', 'carplay', 'properties', 'sf', 'android-lifecycle', 'promise', 'aws-lambda', 'plotmath', 'data-science', 'uitest', 'unzip', 'configuration', 'mongodb', 'coroutine', 'csv', 'r', 'html5-audio', 'kotlin-coroutines', 'google-cloud-functions', 'google-fabric', 'text', 'python-asyncio', 'for-in-loop', 'pango', 'ggplot2', 'render', 'dynamic', 'androidx', 'kotlin-gradle-plugin', 'facebook-customer-chat', 'function', 'ubuntu', 'google-chrome', 'ruby-on-rails-5', 'graphics2d', 'spring-test', 'ubuntu-18.04', 'tomcat', 'dhcp', 'tensorflow', 'mongoose', 'networking', 'vectorization', 'httprequest', 'angular-jit', 'mysql-5.6', 'firebase', 'interface', 'facebook-chatbot', 'pangocairo', 'java', 'game-physics', 'app-update', 'generative-adversarial-network', 'serverless-framework', 'graalvm-native-image', 'numpy', 'async-await', 'opencv', 'reactjs', 'jar', 'ruby-on-rails', 'serverless-offline', 'scikit-learn', 'css', 'firefox', 'fetch-api', 'python-3.x', 'java-stream', 'dataframe', 'firebase-cloud-messaging', 'nuxt.js', 'mergetool', 'http', 'ssl', 'directory-structure', 'mprotect', 'enums', 'matplotlib', 'spring-data', 'angular9', 'background-image', 'altair', 'react-native', 'google-developers-console', 'android', 'material-ui', 'google-api', 'native', 'javafx', 'querydsl', 'jpa', 'spring-security', 'facebook-messenger', 'flutter-dependencies', 'amazon-s3', 'nmcli', 'ibm-mq', 'scoping', 'google-api-client', 'angular', 'android-10.0', 'mysql', 'version', 'r-markdown', 'html', 'debugging', 'androidpublisher', 'swiftui', 'geocoding', 'networkx', 'powershell', 'intellij-idea', 'pipenv', 'firebase-analytics', 'physics', 'canvas', 'spring', 'angular-routing', 'java-11', 'hibernate', 'ecmascript-6', 'typescript', 'wifi', 'build-automation', 'nestjs', 'contextpath', 'diffabledatasource', 'shadow-dom', 'geospatial', 'aspect-ratio', 'gekko', 'system', 'powershell-core', 'machine-learning', 'uitableview', 'pip', 'react-material', 'pandas', 'typeorm', 'try-catch', 'dart', 'detox', 'cypress', 'swift', 'android-connectivitymanager', 'chai', 'spring-boot', 'mern', 'tomcat9', 'kotlin', 'linux', 'node.js', 'parallax', 'nlp', 'heroku', 'plotly', 'sonarqube', 'fastlane', 'pack', 'flutter', 'projection', 'shiny', 'arrays', 'moshi', 'jquery', 'plot', 'flutter-web', 'pyinstaller', 'build.gradle', 'log4j2', 'regex', 'es6-promise', 'graalvm', 'webpack-style-loader', 'android-viewpager', 'react-navigation-bottom-tab', 'java-8', 'delphi', 'webgl2', 'mypy', 'angular-ivy', 'spatial', 'webpack', 'python', 'android-youtube-api', 'vue.js', 'xcode', 'angular2-aot', 'jestjs', 'macos', 'amazon-web-services']",21,205,False,10,4.179148732663797,Mar 31,2020-03-31,03
240,471,28680.0,3.925,0.016422594142259415,0.8373293253567754,"['material-components-android', 'youtube', 'android-jetpack-compose', 'google-play-console', 'dart', 'kotlin', 'aidl', 'android-10.0', 'android-jetpack', 'android-architecture-navigation', 'orientation', 'android-external-storage', 'flutter', 'in-app-billing', 'android-livedata', 'android-edittext', 'flutter-widget', 'flutter-layout', 'android-fragments', 'android-textinputlayout', 'admob', 'google-play', 'material-components', 'android', 'android-permissions']",16,25,False,4,2.12,Apr 01,2020-04-01,04
325,644,52650.0,3.9630769230769234,0.012231718898385565,0.8034202321618521,"['ftrace', 'keras', 'xamarin.forms', 'firebase-crash-reporting', 'azure', 'android-studio', 'ios', 'sql', 'google-cloud-firestore', 'javascript', 'xml', 'bash', 'celery', 'raspberry-pi3', 'soap', 'tsx', 'promise', 'legend', 'blas', 'android-radiogroup', 'uvc', 'findviewbyid', 'tls1.2', 'nuget', 'declaration', 'microservices', '.net-core', 'r', 'gt', 'mobile-development', 'json', 'apache-spark-sql', 'spring-mvc', 'string', 'bootstrap-4', 'containers', 'g1gc', 'rtools', 'apache-spark', 'python-multiprocessing', 'serialization', 'blazor', 'lambda', 'dax', 'google-fabric', 'woocommerce', 'uicollectionviewcompositionallayout', 'ggplot2', 'openshift-origin', 'linux-kernel', 'for-loop', 'docker-compose', 'androidx', 'windows-server-2012-r2', 'data-lake', 'npm-registry', 'security', 'arcore', 'slice', 'c++11', 'function', 'refund', 'ubuntu', 'tensorflow2.0', 'singleton', 'architecture', 'reparenting', 'django-rest-framework', 'database', 'tensorflow', 'jsonserializer', 'hybrid-mobile-app', 'antd', 'mediaelement', 'caching', 'symfony4', 'firebase', 'c++', 'benchmarking', 'python-3.8', 'azure-data-catalog', 'keycloak', 'tidyverse', 'java', 'command', 'multithreading', 'usb', 'in-app-billing', 'scope', 'huawei-mobile-services', 'bitwise-or', 'async-await', 'opencv', 'spacy', 'symfony', 'reactjs', 'react-router', 'if-statement', 'wordpress', 'css', 'tsc', 'time-series', 'fetch-api', 'python-3.x', 'java-stream', 'dataframe', 'databricks', 'floating-action-button', 'ssl', 'jaeger', 'raspberry-pi', 'enums', 'user-registration', 'matplotlib', 'yarnpkg', 'scala', 'registry', 'emotion', 'create-react-app', 'react-native', 'php', 'android', 'backend', 'performance', 'xmlserializer', 'material-ui', 'express-session', 'pagination', 'regedit', 'visual-studio-code', 'internals', 'crashlytics', 'stdmap', 'samsung-health', 'restart', 'retrofit2', 'android-webview', 'video-capture', 'amazon-ec2', 'django', 'server-side-rendering', 'socket.io', 'dplyr', 'android-10.0', 'docker', 'ssas', 'mysql', '.net', 'sorting', 'html', 'six', 'pyspark', 'debugging', 'svg', 'gatsby', 'swiftui', 'jblas', 'smart-pointers', 'xamarin-forms-4', 'binary', 'local-storage', 'autoprefixer', 'session', 'ionic4', 'intellij-idea', 'bit-fields', 'keep-alive', 'apply', 'nginx', 'uicollectionview', 'pytorch', 'typescript', 'postcss', 'react-native-testing-library', 'machine-learning', 'rdcomclient', 'kotlin-android-extensions', 'tqdm', 'dictionary', 'pip', 'webrtc', 'pandas', 'c#', 'azure-web-app-service', 'bit-manipulation', 'ionic-framework', 'databricks-connect', 'android-view', 'task-queue', 'package.json', 'pinvoke', 'authentication', 'anaconda', 'prettier', 'scrollview', 'styled-components', 'dart', 'correlation', 'django-celery', 'grid', 'swift', 'moviepy', 'node-gyp', 'opentracing', 'kotlin', 'android-coordinatorlayout', 'aws-codebuild', 'ubuntu-20.04', 'linux', 'node.js', 'adb', 'android-architecture-navigation', 'react-hooks', 'system.reactive', 'aapt', 'cross-browser', 'node-addon-api', 'webcam', 'xamarin', 'torch', 'flutter', 'amazon-elastic-beanstalk', 'std-pair', 'arrays', 'redis', 'github-package-registry', 'laravel', 'pyinstaller', 'type-punning', 'intellij-14', 'garbage-collection', 'volatile', 'build.gradle', 'torchvision', 'tensorflow-datasets', 'video-processing', 'mocking', 'android-radiobutton', '.net-4.8', 'sql-server', 'amazon-cloudformation', 'java-8', 'firebase-authentication', 'jestjs', 'webpack', 'android-service', 'python', 'xcode', 'devops', 'gradle', 'divider', 'macos', 'amazon-web-services']",23,253,False,11,5.287376874333397,Apr 02,2020-04-02,04
284,581,40186.0,4.091549295774648,0.0144577713631613,0.8203535888263424,"['docker-registry', 'gitlab-ci']",20,2,False,1,1.0,Apr 03,2020-04-03,04
162,319,13041.0,3.938271604938272,0.024461314316386783,0.7868915808095184,"['keras', 'javascript', 'iterable-unpacking', 'optional-chaining', 'custom-element', 'boolean', 'vercel', 'aws-lambda', 'precision', 'mongodb', 'set', 'magic-methods', 'bootstrap-4', 'string', 'vscode-extensions', 'postgresql-9.3', 'babeljs', 'docker-compose', 'security', 'slice', 'function', 'printing', 'mongoose', 'tensorflow', 'syntax', 'unity3d', 'next.js', 'pycharm', 'numpy', 'alpine', 'reactjs', 'css', 'python-3.x', 'julia', 'dataframe', 'discord.py', 'materialize', 'backend', 'performance', 'local-variables', 'arm', 'django', 'docker', 'web', 'outlook-web-addins', 'html', 'debugging', 'pointers', 'saml-2.0', 'plotly-express', 'selenium', 'pytorch', 'typescript', 'shadow-dom', 'office365', 'pyenv', 'iterator', 'web-component', 'pandas', 'musl', 'testing', 'cypress', 'postgresql', 'openssl', 'huggingface-tokenizers', 'node.js', 'typescript-generics', 'office-addins', 'nlp', 'rows', 'plotly', 'express', 'deep-learning', 'html-templates', 'jquery', 'chromium', 'onnx', 'c', 'regex', 'outlook-addin', 'huggingface-transformers', 'webpack', 'python', 'vue.js', 'visual-studio-code']",13,85,False,7,3.134453781512605,Apr 04,2020-04-04,04
