Diameter,Avg_Shortest_Path
7,3.1917970971614835
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
